"timestamp","FD01_flux","FD02_flux","FD03_flux","Soil_Chamber_CO2_conc_5cm","Soil_Chamber_CO2_conc_15cm","Soil_Chamber_CO2_conc_25cm","Soil_Chamber_TEMP_5cm","Soil_Chamber_TEMP_15cm","Soil_Chamber_TEMP_25cm","Soil_Chamber_TEMP_ATM","SoilTemp_15cm_01","SoilTemp_15cm_02","VWC15cm_raw_01","VWC15cm_raw_02","VWC15cm_cali_01","VWC15cm_cali_02","site.x","VWC15cm_raw_filt_01","VWC15cm_raw_filt_02","SoilTemp_15cm_AVG","VWC15cm_AVG","VWC15cm_cali_AVG","VWC15cm_raw_filt_AVG","VWC15cm_cali_filt_01","VWC15cm_cali_filt_02","VWC15cm_cali_filt_AVG","V26","site.y","Site_Name","st1","st2","le","pres","h","rad","airt","ppt","ppt.roll","rh","vpd","ws"
2016-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMH","Toolik_IMINUS_High",-4.71988525390623,-4.5301574707031,-0.814114583333333,91214.12109375,-4.27690972222222,0,-8.87323608398435,0.00023045192938298,0.00023045192938298,85.1871238353913,46.251930393545,2.03831047640298
2016-01-01 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMH","Toolik_IMINUS_High",-4.70537414550779,-4.52031555175779,-1.1615625,91303.16015625,-5.39128472222222,0,-8.6098693847656,0.000266581308096647,0.000497033237479627,84.4309781311332,49.6277456257301,2.12191052549196
2016-01-01 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMH","Toolik_IMINUS_High",-4.69100036621091,-4.51105346679685,-1.160390625,91413.046875,-6.221875,0,-8.31529846191404,0.000253752572461963,0.00075078580994159,83.514609770692,53.7741871986613,2.08770993706497
2016-01-01 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMH","Toolik_IMINUS_High",-4.6772521972656,-4.50111999511716,-1.173046875,91517.26171875,-6.91845486111111,0,-8.18219604492185,0.000201801303774118,0.000952587113715708,82.240025510066,58.5372327402083,2.12877658965229
2016-01-01 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMH","Toolik_IMINUS_High",-4.66379394531248,-4.49101867675779,-1.28181423611111,91619.07421875,-8.35777777777778,0,-8.25296630859373,0.000131275737658143,0.00108386285137385,80.7863004748033,62.9797252602023,2.32038962969973
2016-01-01 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMH","Toolik_IMINUS_High",-4.65099182128904,-4.4809631347656,-0.993524305555556,91713.28125,-8.94626736111111,0,-8.21062316894529,8.23247246444225e-05,0.00116618757601827,79.6413995961162,66.9535913148952,2.49653890715604
2016-01-01 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMH","Toolik_IMINUS_High",-4.63814392089841,-4.47127380371091,-0.901050347222222,91807.78515625,-9.99513888888889,0,-8.28371276855466,5.62109053134918e-05,0.00122239848133177,78.7065823432331,69.6292873896175,2.57643946590477
2016-01-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMH","Toolik_IMINUS_High",-4.62644042968748,-4.46147766113279,-0.606614583333333,91918.8046875,-10.4925694444444,0,-8.42424621582029,3.34694050252438e-05,0.00125586788635701,77.8147822764908,71.7527547950054,2.4910930934678
2016-01-01 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMH","Toolik_IMINUS_High",-4.61575927734373,-4.45140686035154,-0.271197916666667,92032.4140625,-10.5415451388889,0,-8.45061340332029,1.7545185983181e-05,0.00127341307234019,76.6265610339434,75.4399811916287,2.32620302665104
2016-01-01 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMH","Toolik_IMINUS_High",-4.6057189941406,-4.44182434082029,-0.424496527777778,92125.6171875,-11.0435590277778,0,-8.65933837890623,1.89722049981356e-05,0.00129238527733833,76.15065471568,75.727893685646,2.22719457576757
2016-01-01 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMH","Toolik_IMINUS_High",-4.59660949707029,-4.43266906738279,-0.755347222222222,92221.1875,-10.9413715277778,0,-8.88292541503904,1.83240044862032e-05,0.00131070928182453,77.0499876104822,71.6049244994801,2.34836461455125
