,FD03_flux,FD03_flux_filled
0,,0.6674365126138949
1,,0.6647804895683394
2,,0.6872032732056537
3,,0.7035033850198761
4,,0.7168282942926536
5,,0.7179419970726537
6,,0.7198795588604313
7,,0.7202721654426537
8,,0.7357744163670984
9,,0.7350541984804319
10,,0.7199735385015432
11,,0.7414193436393216
12,,0.7538987141881452
13,,0.7486744995381449
14,,0.767287740428145
15,,0.7822550978348121
16,,0.746938452397146
17,,0.7317639103772693
18,,0.7158066925483803
19,,0.7045046147522229
20,,0.7099064291081768
21,,0.6766745733544518
22,,0.7103324116292876
23,,0.7045153863655623
24,,0.6985270381077847
25,,0.6900723827300073
26,,0.6637080163533403
27,,0.6457609253409555
28,,0.6350361197641649
29,,0.6341261859386096
30,,0.6164210978506622
31,,0.5628504275168815
32,,0.5609624026741041
33,,0.5548326457841046
34,,0.588139224575848
35,,0.6383606133406271
36,,0.6744227428790524
37,,0.7266285167340686
38,,0.7324816435776731
39,,0.7321342931674646
40,,0.7223541245606256
41,,0.7230388804955099
42,,0.7207202034071298
43,,0.7006728551230842
44,,0.691723708689196
45,,0.6817407860936403
46,,0.6378065432809086
47,,0.6244122471453534
48,,0.6163092103385638
49,,0.6060294174363421
50,,0.6134649352186872
51,,0.640741723947112
52,,0.6628322851598436
53,,0.6786489726853988
54,,0.6626548656177134
55,,0.6388310239547208
56,,0.6523570282225544
57,,0.6127128092245009
58,,0.6273435641512919
59,,0.6161660167515823
60,,0.6575358958750954
61,,0.6192750572814186
62,,0.5534271376758038
63,,0.5638992814378666
64,,0.5888823518350267
65,,0.637933874493332
66,,0.6523648627974579
67,,0.6642879820874572
68,,0.6662483800674571
69,,0.6662694596085683
70,,0.6622476575481991
71,,0.6539142095593106
72,,0.6724463644394437
73,,0.6667417117620366
74,,0.885691463537223
75,,0.8982346729100006
76,,0.945609200395555
77,,0.9512233866744437
78,,0.86596539816
79,,0.8437176918722211
80,,0.8328617246533315
81,,0.8226627366766646
82,,0.5777813347972203
83,,0.5327694733016649
84,,0.49672256791777625
85,,0.43038874361999946
86,,0.4298532227284116
87,,0.3981653921961897
88,,0.3900925526483329
89,,0.38740139703388854
90,,0.4002109866511898
91,,0.3977358963911898
92,,0.44306219448896744
93,,0.4521949086623007
94,,0.45654607869563385
95,,0.42362474326141186
96,,0.47224999060437456
97,,0.48847062958615795
98,,0.55623914602023
99,,0.5801749727824522
100,,0.5719521924335632
101,,0.5763578179680077
102,,0.5727163146397469
103,,0.5661184160964137
104,,0.592440623339191
105,,0.5811560386469686
106,,0.5835954526096133
107,,0.578367975646598
108,,0.5829255495903024
109,,0.5761514026265987
110,,0.5579688285864135
111,,0.5448345135393767
112,,0.5200528699388199
113,,0.48300556436881986
114,,0.4287064053421531
115,,0.43960628830326404
116,,0.4206759758893752
117,,0.384518402873264
118,,0.34104723674916687
119,,0.3430234443602778
120,,0.32946051183249964
121,,0.34212229365805497
122,,0.3432763989202772
123,,0.3388128046258327
124,,0.3433203146413884
125,,0.3414495047591663
126,,0.3372107589847219
127,,0.3286542191269439
128,,0.33232908700916647
129,,0.33586482986527777
130,,0.32995552990749977
131,,0.3347686933674999
132,,0.3413683485252779
133,,0.3484510766519444
134,,0.3377303698663891
135,,0.3442702996297225
136,,0.33018916157194433
137,,0.32851860738416644
138,,0.32467510313527753
139,,0.3246698332519442
140,,0.33090410957972205
141,,0.3214270961219442
142,,0.3135538849430556
143,,0.3211969777275
144,,0.3274821962863889
145,,0.3272345116008337
146,,0.3320652413586115
147,,0.33494552737342614
148,,0.3344580628412035
149,,0.35548220383659723
150,,0.36334487524215303
151,,0.3806629682051857
152,,0.3774786389876858
153,,0.3930335887787966
154,,0.38072313274435216
155,,0.3951151941365743
156,,0.42587552456435257
157,,0.43948237281546354
158,,0.4274828401176859
159,,0.43727956003213037
160,,0.43384183707435214
161,,0.43252969794947144
162,,0.4396182815105823
163,,0.43463940937947126
164,,0.4332253230361378
165,,0.43875870437947095
166,,0.42154549681391545
167,,0.41538851217058226
168,,0.40559881875280435
169,,0.41090860632296305
170,,0.39146912243363746
171,,0.372550228106971
172,,0.3607105486503044
173,,0.3449919814182409
174,,0.33947967961712966
175,,0.3398005571852779
176,,0.3377347614775001
177,,0.3375204527419445
178,,0.32939018818564814
179,,0.32605142199750003
180,,0.34078075617305603
181,,0.3684716701869451
182,,0.38701581698824117
183,,0.39315172207490806
184,,0.37780493281990774
185,,0.3797633545737963
186,,0.37579915527305546
187,,0.3740525536937962
188,,0.3814655280704625
189,,0.3864578676871293
190,,0.3804220904437957
191,,0.38869581303157386
192,,0.4113071415193517
193,,0.4265953346580817
194,,0.4319650985660183
195,,0.44368649833638857
196,,0.46505526275206327
197,,0.47398157301428556
198,,0.4750976179683598
199,,0.47834562499280436
200,,0.4770035604361379
201,,0.47743744779835995
202,,0.4468486814828969
203,,0.48149818850623016
204,,0.49548681077697065
205,,0.5096472899264151
206,,0.5058933737553041
207,,0.4968648862291928
208,,0.45662402909808186
209,,0.4596173249169708
210,,0.4592089086747488
211,,0.4638411393447487
212,,0.4614837432247487
213,,0.46231726368585985
214,,0.4431129171503041
215,,0.4381574667414153
216,,0.4427211888803041
217,,0.44361121423623
218,,0.44634335787474866
219,,0.4513875180525264
220,,0.4683375240479897
221,,0.4709724675539154
222,,0.4819260949853964
223,,0.5046102713103039
224,,0.5081126131134784
225,,0.5126289062745892
226,,0.46940267906735256
227,,0.4929883510966114
228,,0.5040465983230554
229,,0.515406073968648
230,,0.5016692351817589
231,,0.48223307215875916
232,,0.4485703661141895
233,,0.43630214236203646
234,,0.41154128551740654
235,,0.4111073981585178
236,,0.4079835262675916
237,,0.42745575873648045
238,,0.4612465669342589
239,,0.4641274384998143
240,,0.4840634210292584
241,,0.4787355652709248
242,,0.4728526147475911
243,,0.4757247031642574
244,,0.49993807728536854
245,,0.4932172147187023
246,,0.49393948200110965
247,,0.48392757501944267
248,,0.45689164942199834
249,,0.46327523921199826
250,,0.4682244828579615
251,,0.46353047740222064
252,,0.4318347420549989
253,,0.4348353571696284
254,,0.4209202205501844
255,,0.37055942374907347
256,,0.3677242245268513
257,,0.37025377028574025
258,,0.35069370636018504
259,,0.34196677348574056
260,,0.3362858352979628
261,,0.33096471328111093
262,,0.3340071947088887
263,,0.3337366738455552
264,,0.3340967827911108
265,,0.3355741077866664
266,,0.3383285020599997
267,,0.3689114129444442
268,,0.3309436337722219
269,,0.33842687329555543
270,,0.34231780654111105
271,,0.34427820450666674
272,,0.33215219451111133
273,,0.3431293691355557
274,,0.34264629615888886
275,,0.3523674810577777
276,,0.34940580457111114
277,,0.31636888297111093
278,,0.3137181298099998
279,,0.30914035463666645
280,,0.34780551554444433
281,,0.36075889776888864
282,,0.3612525105188887
283,,0.3665188842577775
284,,0.3657881265977774
285,,0.35783586711999976
286,,0.3459171393566667
287,,0.3397250221350001
288,,0.3514628171194448
289,,0.36542977430722234
290,,0.3770033244827778
291,,0.38496788037499985
292,,0.38866734105944434
293,,0.3875290454661109
294,,0.36035048157333277
295,,0.37831025647222155
296,,0.3690774144622215
297,,0.3710799715211104
298,,0.3491853476733328
299,,0.34432299860666615
300,,0.34972638940333284
301,,0.3508787380299998
302,,0.35671250293444423
303,,0.343513192632222
304,,0.3388045485922217
305,,0.33702684003333283
306,,0.3616231592877775
307,,0.34006580820555515
308,,0.35502613907333286
309,,0.3513082337911104
310,,0.3301812568077774
311,,0.434472959300404
312,,0.4680842985581818
313,,0.47571685156484844
314,,0.4885894288815147
315,,0.4897312377459588
316,,0.48563653554929204
317,,0.4905673931526254
318,,0.5048645965815144
319,,0.5100642184370701
320,,0.486496644987777
321,,0.48897940053707
322,,0.5348484969937369
323,,0.5329179617204035
324,,0.5509181390992919
325,,0.5779754955870693
326,,0.5939713592515141
327,,0.5579551948570699
328,,0.5144375858533315
329,,0.49124832641999794
330,,0.5260611999488871
331,,0.49524641402666447
332,,0.5402213863255546
333,,0.5595589971326259
334,,0.4751488216588875
335,,0.478707752029998
336,,0.48777722754888686
337,,0.48178712266110946
338,,0.46759883021777643
339,,0.4500957788666655
340,,0.45227224220110995
341,,0.45551673596999903
342,,0.46384667068666585
343,,0.4507351918311106
344,,0.44706735047666596
345,,0.4454934108899991
346,,0.4385020274699995
347,,0.440650384735555
348,,0.4474011099788883
349,,0.4555220058466662
350,,0.4527869344922218
351,,0.43480783666888806
352,,0.4339084426088881
353,,0.40239627497555436
354,,0.4298137404077766
355,,0.4020168431133324
356,,0.4091575400022217
357,,0.44014798884166667
358,,0.4365767620788885
359,,0.45830450618666596
360,,0.46637797307111
361,,0.46428582793333223
362,,0.4902786672488875
363,,0.48266192390333246
364,,0.47599376021444384
365,,0.4676901749244435
366,,0.4691552034977767
367,,0.478479390233332
368,,0.4813708015733323
369,,0.4785110095699981
370,,0.49129224217333156
371,,0.5169530786166657
372,,0.5311483975644437
373,,0.5436555960544437
374,,0.5505064491522215
375,,0.5493681535566658
376,,0.5180193524244436
377,,0.5088936647655541
378,,0.5246629232977768
379,,0.5081523673155539
380,,0.5029000465966652
381,,0.475477311274443
382,,0.45905107348555385
383,,0.43993016680888697
384,,0.42949403391333146
385,,0.4502977911677759
386,,0.44289184331555403
387,,0.4287685461588877
388,,0.4603351692977764
389,,0.4394558770044434
390,,0.4327877133199988
391,,0.42604752785222155
392,,0.44861494061555507
393,,0.4215435310922217
394,,0.4139917830155545
395,,0.44699005877999937
396,,0.45037683949333246
397,,0.46560329967333247
398,,0.4594445583966657
399,,0.4401725816344434
400,,0.4332216006899995
401,,0.4095158923266659
402,,0.4304074810233327
403,,0.4112725213255544
404,,0.41005166417222094
405,,0.4097670902688874
406,,0.4055353709999983
407,,0.4115693916177761
408,,0.40656651222444273
409,,0.41086498338777605
410,,0.4091944292111096
411,,0.4132961579255542
412,,0.41088957620444344
413,,0.41162384713444344
414,,0.398127666526666
415,,0.42346352659444403
416,,0.4028512419099996
417,,0.4012773023266662
418,,0.41469443462888805
419,,0.43748845253111057
420,,0.445071819927777
421,,0.4616930435222217
422,,0.4725209046877773
423,,0.4572628251877772
424,,0.45577144716111084
425,,0.42449466781888856
426,,0.43798733516666605
427,,0.41422541468555474
428,,0.4085936621044438
429,,0.401012051338888
430,,0.4230068030544441
431,,0.42106045812111065
432,,0.40835651718999916
433,,0.41919140486110995
434,,0.41161857723777645
435,,0.4001934622088873
436,,0.3806316416588872
437,,0.3719855137188873
438,,0.3827677025199981
439,,0.3922710654099981
440,,0.4147980757077761
441,,0.3810128301499982
442,,0.37572537685888735
443,,0.39866695160666515
444,,0.43388033654999864
445,,0.4670542752211095
446,,0.46565424191110993
447,,0.4413881689044432
448,,0.4286104495544435
449,,0.39325477766444333
450,,0.41593988457111014
451,,0.3963675242499989
452,,0.4030356879377767
453,,0.3971650338188878
454,,0.3998825388833323
455,,0.39895328213999887
456,,0.39267333346444316
457,,0.3906532101144433
458,,0.39154382101555446
459,,0.39247132112666533
460,,0.3922833618211099
461,,0.39227457867777654
462,,0.39115560600555443
463,,0.38813947400999876
464,,0.38451203512111004
465,,0.3876124853122211
466,,0.3904828170999989
467,,0.431784678158888
468,,0.4477893249866657
469,,0.4680081247855548
470,,0.4621655767322214
471,,0.44572177265666585
472,,0.4317653552455544
473,,0.40709855124319305
474,,0.4386660526987487
475,,0.44514625707763766
476,,0.45101866781985966
