,FD03_flux,FD03_flux_filled
0,,0.050743285138017555
1,,0.052291033339191266
2,,0.057408158509040935
3,,0.051215313786181195
4,,0.05262880839280434
5,,0.047517709599481026
6,,0.04778936926996972
7,,0.0455573295671507
8,,0.04531570898358642
9,,0.0405499612363539
10,,0.04583872810287969
11,,0.042113957192847704
12,,0.029500877014533317
13,,0.019593750844107815
14,,0.022791475735811327
15,,0.027496961997382233
16,,0.03667195097794075
17,,0.0382430149364964
18,,0.030050881429778173
19,,0.028700219707896026
20,,0.0298179711595416
21,,0.038964033138503454
22,,0.054582363275582545
23,,0.05652251559444038
24,,0.0666560351413635
25,,0.06037521763239288
26,,0.06148730637983091
27,,0.062449223101489204
28,,0.06110930959031462
29,,0.06085038035618008
30,,0.05890003797603056
31,,0.05836456368762021
32,,0.06180561639265751
33,,0.0612634487422663
34,,0.06078169602029328
35,,0.06582990893601273
36,,0.06214005994296408
37,,0.0712224422309005
38,,0.08062651662634822
39,,0.08614485246392843
40,,0.08589385019804588
41,,0.09177465380627554
42,,0.08831709500211883
43,,0.0859305597065131
44,,0.10062627981699535
45,,0.13646296959959275
46,,0.14516016634397647
47,,0.152131338356546
48,,0.15470671047899545
49,,0.15038103232100974
50,,0.14679606823061062
51,,0.14204239988365638
52,,0.14980519549625024
53,,0.12478922716139179
54,,0.13332666176182464
55,,0.1295361335186099
56,,0.13506077594847452
57,,0.12522955076309908
58,,0.14268164841038217
59,,0.13998508709058508
60,,0.13328767744124384
61,,0.12104484583771545
62,,0.11954289527934676
63,,0.11882011866855202
64,,0.13211056237364757
65,,0.1400844740629864
66,,0.15074567355309526
67,,0.14503134027522024
68,,0.14766676751113367
69,,0.146920794984459
70,,0.1328453538622149
71,,0.13453251547242695
72,,0.1355600414478875
73,,0.14206093933200709
74,,0.13932570523160645
75,,0.14346612254928076
76,,0.13855534256805685
77,,0.14493059079694567
78,,0.14736719868540904
79,,0.14544458081724532
80,,0.14341751683715825
81,,0.1177549494782416
82,,0.15142396590588705
83,,0.14725879461068997
84,,0.14571097255515625
85,,0.15471747813689565
86,,0.13970153172700212
87,,0.151057299050276
88,,0.13941932442487
89,,0.1329342707989672
90,,0.13427996817847204
91,,0.14742942010633936
