,FD02_flux,FD02_flux_filled
0,,0.1681055069862381
1,,0.1657808597405476
2,,0.16365922947005626
3,,0.18585654423257228
4,,0.18727080251400935
5,,0.1825085403857457
6,,0.18912117192367417
7,,0.19223046182750408
8,,0.19187732310199834
9,,0.1938131753567058
10,,0.1970639279615189
11,,0.19542944915873875
12,,0.19752220871841003
13,,0.19627635008927735
14,,0.1923801336774883
15,,0.19082840841407567
16,,0.18762305828378995
17,,0.1916808348764991
18,,0.17989750923776562
19,,0.18689332534642542
20,,0.15132610624307674
21,,0.14315712111316853
22,,0.14574102675944475
23,,0.14393846727942544
24,,0.1419289273688642
25,,0.13622146060525528
26,,0.13543787973947974
27,,0.12264376684099992
28,,0.11664231999377549
29,,0.11378042392112754
30,,0.11006418345449148
31,,0.11438463260163859
32,,0.1216142983754107
33,,0.0883566923887711
34,,0.11341107325119625
35,,0.11199730177496313
36,,0.14015551541803992
37,,0.13486015752605118
38,,0.1339789437122896
39,,0.13400069758181196
40,,0.1313288136068482
41,,0.13908361404480324
42,,0.13596997472369435
43,,0.13148755965536102
44,,0.132049886935505
45,,0.13709253369779928
46,,0.12430156164857581
47,,0.1211013378430044
48,,0.11956411817000331
49,,0.11757717396248304
50,,0.11788528239450344
51,,0.12303862239048298
52,,0.13184419993673427
53,,0.13234466851313564
54,,0.12936440554887876
55,,0.13441824528663204
56,,0.21328093912979906
57,,0.2224684324866805
58,,0.20004867454651795
59,,0.14509469876689035
60,,0.130086156381642
61,,0.10129748033303139
62,,0.08824834707368712
63,,0.05691701467977524
64,,-0.008219469749726193
65,,-0.03498040680647859
66,,-0.02937287523827227
67,,-0.04372226869923174
68,,-0.027521616706670488
69,,-0.0272560288512039
70,,-0.026218223036898435
71,,-0.023886404545647905
72,,-0.03864424694325424
73,,-0.032247988670993606
74,,-0.04194429625804743
75,,-0.0303677242989592
76,,-0.027382018608239345
77,,-0.03797242064619503
78,,-0.027451265359693288
79,,-0.02637309280990078
80,,-0.04708349459543481
81,,-0.034457617940864334
82,,-0.03364625791698031
83,,-0.020592569829666882
84,,-0.0014468836979305204
85,,0.014237088784559293
86,,0.048349227321079505
87,,0.046980118644803955
88,,0.05711504591973842
89,,0.03372965650172139
90,,0.00645583731518089
91,,0.0013775456928000914
92,,-0.0055598112978956175
93,,-0.054601166053116636
94,,-0.06708474164111493
95,,-0.07037658188254688
96,,-0.07680517207524773
97,,-0.07511207397077495
98,,-0.09177236849590362
99,,-0.07370625769906897
100,,-0.0622839208081557
101,,-0.036865093686966895
102,,-0.014489953227937662
103,,0.005934640789890284
104,,-0.018397662676429276
105,,-0.017446299510411958
106,,-0.0022185847219043787
107,,0.001501164345439469
108,,0.008268937423669527
109,,-0.026103372974467222
110,,-0.0058314938854117215
111,,0.00791004925539883
112,,0.0096139323661131
113,,-0.03105807039378808
114,,-0.052405705604578495
115,,-0.06582889038709558
116,,-0.07988692320850403
117,,-0.07650328706883905
118,,-0.05202276010108961
119,,-0.0578469810255946
120,,-0.07596463163577304
121,,-0.06881036869156425
122,,-0.025485611161454088
123,,-0.019970716360577935
124,,-0.016110926753888616
125,,-0.013079176928160713
126,,0.004135417197715154
127,,-0.051642444802402716
128,,-0.03930648396732916
129,,-0.018300875130979104
130,,0.02222068791007414
131,,0.043004273170443315
132,,0.20180439268452902
133,,0.28847779341738883
134,,0.22825750007272747
135,,0.21937019974451918
136,,0.20919133065001724
137,,0.20599584418511602
138,,0.20747841358499353
139,,0.20730252118713638
140,,0.20215125002951895
141,,0.20972160947972196
142,,0.2197976740806368
143,,0.2318937072741332
144,,0.24427360487629296
