,FD02_flux,FD02_flux_filled
0,,0.057267816405980485
1,,0.07427028973629292
2,,0.08215605344294878
3,,0.08512906578769629
4,,0.08270239214459028
5,,0.08684116805158813
6,,0.07969441895083408
7,,0.07406884976171724
8,,0.07435778760375475
9,,0.07180819184116957
10,,0.06675826599688389
11,,0.07010617256384846
12,,0.05256618656726919
13,,0.05108794705141348
14,,0.05799872020848054
15,,0.05688918719303606
16,,0.04143248083733984
17,,0.032786646580221505
18,,0.027708138150929335
19,,0.035958121300698406
20,,0.03132553639362267
21,,0.03686869120250652
22,,0.03548738426715009
23,,0.03959820165103392
24,,0.04413482805237014
25,,0.0348328783604228
26,,0.03316617533282539
27,,0.04325329719691273
28,,0.0459941408820714
29,,0.04319764068198484
30,,0.03586320123044591
31,,0.04619963991679294
32,,0.0493651576259892
33,,0.035161839463554105
34,,0.044619332783052024
35,,0.04312526551205998
36,,0.040603547599190534
37,,0.04614565058955854
38,,0.05559568599734279
39,,0.06471042756530672
40,,0.05935185011463492
41,,0.06650811517428355
42,,0.05845310943451371
43,,0.06218211757266094
44,,0.06192745085334564
45,,0.07986480954800443
46,,0.08427608749923679
47,,0.08215124261929876
48,,0.08151428905522162
49,,0.08648914686405557
50,,0.08962661943567525
51,,0.08008911542798783
52,,0.07734933638153618
53,,0.07818471267255642
54,,0.0743781615141437
55,,0.07610563137249289
56,,0.07380104059537389
57,,0.07176265483472302
58,,0.06517828005583555
59,,0.06883171810733626
60,,0.07788213864978574
61,,0.08403638481977492
62,,0.0840704838392475
63,,0.08313791717845741
64,,0.09090763439051734
65,,0.09804314299777916
66,,0.10834034670844737
67,,0.1007653528164509
68,,0.1061574787688239
69,,0.10629963098748679
70,,0.11671850587966079
71,,0.13226864722716888
72,,0.12478395044447911
73,,0.14799019759532828
74,,0.1498380121037823
75,,0.16118368363264457
76,,0.14625081052500422
77,,0.1388601293949813
78,,0.134290170496531
79,,0.11030552267345739
80,,0.11897298984627772
81,,0.11357929958042844
82,,0.11618521019039381
83,,0.11449914648527483
84,,0.12040924962440906
85,,0.11850007206693783
86,,0.11475691406488439
87,,0.11276080053955104
88,,0.10951722062361458
89,,0.09879100860114637
90,,0.09257490281981517
91,,0.0725183912224979
92,,0.08940208110373736
93,,0.08644399527633259
94,,0.08929123622974167
95,,0.09500170529020853
96,,0.10486534383028707
97,,0.10100803021803309
98,,0.0985593565639942
99,,0.09683235655001804
100,,0.08893999125788314
101,,0.08908887069989903
102,,0.098659167881145
103,,0.10903284046766881
104,,0.11655366229780303
105,,0.12092575955592204
106,,0.1170319851948268
107,,0.11338592131730302
108,,0.11097281844068611
109,,0.10839588990539248
110,,0.10510992149689243
111,,0.10795006194050363
112,,0.11370700044181094
113,,0.11616693291283474
114,,0.11636240193026334
115,,0.11690215336751729
116,,0.11935856372552528
117,,0.12242565619912055
118,,0.12356170893700151
119,,0.12107394695776347
120,,0.11409036799742205
121,,0.09994855141903825
122,,0.09201194508544296
123,,0.08855042786020999
124,,0.09078295709305703
125,,0.08547684918285643
126,,0.08673262705975684
127,,0.09977336813409801
128,,0.10327160764007283
129,,0.09875838934442574
130,,0.10796986225677706
131,,0.13739238823026978
132,,0.15957701592001872
133,,0.15962127003182033
134,,0.17114620147881107
135,,0.11295207316444446
136,,0.12420458217746093
137,,0.14020242542658579
138,,0.1341031777036539
139,,0.1361051320311277
140,,0.12892411901389775
141,,0.13464601629105413
142,,0.14564783078028873
143,,0.1599895905602914
144,,0.16928423280579355
145,,0.17707880182138871
146,,0.18193509829517174
147,,0.16828940391712058
148,,0.2337356029551808
149,,0.2230933083540857
150,,0.22583513025110158
151,,0.22205619476588673
152,,0.17902807589543993
153,,0.15542041586307515
154,,0.16310895487402108
155,,0.17082202391372933
156,,0.15327666157153516
157,,0.13790786460422236
158,,0.1295429597596566
159,,0.12623485594649725
160,,0.12139109547418767
161,,0.13219162476920346
162,,0.11406749227362425
163,,0.13006558654834638
164,,0.12234805808330165
165,,0.11980349928003185
166,,0.11244959033568994
167,,0.10630913512679101
168,,0.10776864666681622
169,,0.11910096024436313
170,,0.10282810075516607
171,,0.11446150227644245
172,,0.10615381525847987
173,,0.10422314286814655
174,,0.10519453682253538
175,,0.09953933585647193
176,,0.10884949341004935
177,,0.10523733674943014
178,,0.11166409984758324
179,,0.10192609649212855
180,,0.09545595562041433
181,,0.09439261461975923
182,,0.09034961474364447
183,,0.09554087987177512
184,,0.06275585077154111
185,,0.05642895740058081
186,,0.05897714444303459
187,,0.06530351274899344
188,,0.06902986635711252
189,,0.05725084935196171
190,,0.04948128635742133
191,,0.05503846320352448
192,,0.0544567948691305
193,,0.06661303711994579
194,,0.06134327707836646
195,,0.017650319366593812
196,,-0.0060752888012157325
197,,-0.022609609585987726
198,,-0.023222128428479795
199,,-0.018772527923956714
200,,-0.01928864411925612
201,,-0.02104582749108802
202,,-0.03993908984706788
203,,-0.033488669368678954
204,,-0.02157983204312192
205,,-0.01458644820055265
206,,-0.010791985044076469
207,,0.014804271503953829
208,,0.006238995513533198
209,,0.010843224096342724
210,,0.007904355798080819
211,,0.026358766061696234
212,,0.026630051563592348
213,,0.036069590361661595
214,,0.024259168015552682
215,,0.023938222095958153
216,,0.022931648974085145
217,,0.029110837857918497
218,,0.038836374921989915
219,,0.04439600824180157
220,,0.03598765752031747
221,,0.03729361387571576
222,,0.03047944923935066
223,,0.03273361739150146
224,,0.02876449620269914
225,,0.027414606990729406
226,,0.028982520314070715
227,,0.023334156512316705
228,,0.0213016290162056
229,,0.023303869467256114
230,,0.01612101320478786
231,,0.003230614074859303
232,,-0.01150063462063275
233,,-0.009190659550823228
234,,-0.017247704263831175
235,,-0.021635831951561338
236,,-0.018432427513037513
237,,-0.01786363515330735
238,,-0.01344033036183117
239,,-0.011299259184775612
240,,-0.012380449884357865
241,,-0.008623563271119766
242,,0.0002396665953138502
243,,-0.0011586494192734516
244,,0.0008053000599329033
245,,0.004780057192398263
246,,0.01840583981231892
247,,0.011398336874302303
248,,-0.000725148287102454
249,,-0.0031826191563412787
250,,0.006593950711261909
251,,0.005461775737261905
252,,0.008520790052039682
253,,0.01123596139813131
254,,0.008966170498449498
255,,0.004196046953028858
256,,0.004115899620362194
257,,0.007608395242917744
258,,0.010874348831457421
259,,0.00959525978202092
260,,0.015440796560957428
261,,0.014346954834163773
262,,0.017747012875782838
263,,0.0156600570390606
264,,0.01691860501532251
265,,0.01570879978121933
266,,0.014627872302050498
267,,0.01581818759358224
268,,0.017510223131373726
269,,0.02095893429888818
270,,0.021368654539225113
271,,0.02106718649246107
272,,0.01889365903145672
273,,0.02094980726081822
274,,0.009543364773727985
275,,0.013681065285565642
276,,0.015096243040991332
277,,0.011135599375596673
278,,0.011384006777269117
279,,0.012741032270497112
280,,0.013781458701934333
281,,0.014484518237365792
282,,0.01250860045303246
283,,0.016077669826861467
284,,0.016416622987012262
285,,0.02158129585880666
286,,0.010347957159106781
287,,0.005654722303900433
288,,0.009015916592547628
289,,0.00666042646696032
290,,0.011909001674154394
291,,0.007023438810900432
292,,0.0013743194308535364
293,,0.0008630785353852817
294,,0.004788863538075757
295,,0.012545053634834049
296,,0.016844143281108236
297,,0.005309300325421357
298,,0.009960503777292198
299,,0.007110860194977632
300,,0.005684032387854253
301,,0.0033976765503946553
302,,0.0007026801828470382
303,,0.008174606741816014
304,,0.013885908364260468
305,,0.01143491600666522
306,,0.013299171113879509
307,,0.009596831850149345
308,,-0.0018511887683455993
309,,0.00338053339072511
310,,0.0007021618093600256
311,,-0.0025133579599956723
312,,0.0015925253387900444
313,,0.0067024875130793655
314,,0.0063540434715786435
315,,0.0035760194808960996
316,,0.0009862361086197659
317,,-0.0006542995954552688
318,,-0.011689735254987007
319,,-0.01493636812747907
320,,-0.016897899593550498
321,,-0.020116589514770557
322,,-0.03775443514801658
323,,-0.043768492652334026
324,,-0.04148792034708007
325,,-0.017345645459042543
326,,-0.00985144303614863
327,,0.004598966550966806
328,,0.008234232888238815
329,,0.015767437209481986
330,,0.03260066988250575
331,,0.033209606763577176
332,,0.024632750200641436
333,,0.020506853958020946
334,,0.018774509612828304
335,,0.013741758884883873
336,,0.012869049571720814
337,,0.03703234198704049
338,,0.047554240022269455
339,,0.0429318639031978
340,,0.03457872632488093
341,,0.019334020279206377
342,,0.017053985734070007
343,,0.024084852125987762
344,,0.019774009366186188
345,,0.010118717819400432
346,,0.01989593432494017
347,,0.012195407247011557
348,,0.01529101438986871
349,,0.015959546523829023
350,,0.016980237678011552
351,,0.02358400146391633
352,,0.020950488732152252
353,,0.028168742730730147
354,,0.025277901745420626
355,,0.019879861682504316
356,,0.018786522257055543
357,,0.019765754976642864
358,,0.023398459589563502
359,,0.02717653460182538
360,,0.023836455793455988
361,,0.020983705910082997
362,,0.024750747865800175
363,,0.0217305125656573
364,,0.025279341671773474
365,,0.025551045174440144
366,,0.026139809015630615
367,,0.02747689460884489
368,,0.021970591220677488
369,,0.019254612827915567
370,,0.024833570803638547
371,,0.027692265628551243
372,,0.021469225749757587
373,,0.009261227636626984
374,,0.010583449812854251
375,,0.022852953387362186
376,,0.02448783995235789
377,,0.02295041310622226
378,,0.029727921626539755
379,,0.03046900391040048
380,,0.027138406477678265
381,,0.0298974188127273
382,,0.028632132043671713
383,,0.028086315280155878
384,,0.03502384880402889
385,,0.03683272143571933
386,,0.02506885670835141
387,,0.03177081821836658
388,,0.02486946996556785
389,,0.03140134324731246
390,,0.015110593525255404
391,,0.01999667507468401
392,,0.008081478246380227
393,,0.013730422959139243
394,,0.012174644728485569
395,,0.014474421555078658
396,,0.01870956396258372
397,,0.0019454853395432915
398,,0.0008763325493456003
399,,-0.0005484185118787852
400,,-0.0008763456822243841
401,,5.299272934704407e-05
402,,0.0037353034148629133
403,,0.0029620950451486306
404,,0.009584080575296538
405,,0.004067824528746034
406,,0.0011642495914761907
407,,0.007151533846259019
408,,0.007228032489973298
409,,0.005284431405848486
410,,0.004267345226893221
411,,0.0036994509684595976
412,,0.0013439470846183285
413,,0.008964142469277054
414,,0.013829929218277066
415,,0.01035498431239611
416,,0.010668673190784992
417,,0.008330747540126263
418,,0.012828721815451666
419,,0.013659575205554832
420,,0.00933406602194805
421,,0.008200566816003611
422,,0.006713898733995673
423,,0.00566468327977345
